ident;dt_adhesion;nb_cart_2005m1;nb_cart_2005m2;nb_cart_2005m3;nb_cart_2005m4;nb_cart_2005m5;nb_cart_2005m6;nb_cart_2005m7;nb_cart_2005m8;nb_cart_2005m9;nb_cart_2005m10;nb_cart_2005m11;nb_cart_2005m12;montant_2005m1;montant_2005m2;montant_2005m3;montant_2005m4;montant_2005m5;montant_2005m6;montant_2005m7;montant_2005m8;montant_2005m9;montant_2005m10;montant_2005m11;montant_2005m12;nb_cart_2006m1;nb_cart_2006m2;nb_cart_2006m3;nb_cart_2006m4;nb_cart_2006m5;nb_cart_2006m6;nb_cart_2006m7;nb_cart_2006m8;nb_cart_2006m9;nb_cart_2006m10;nb_cart_2006m11;nb_cart_2006m12;montant_2006m1;montant_2006m2;montant_2006m3;montant_2006m4;montant_2006m5;montant_2006m6;montant_2006m7;montant_2006m8;montant_2006m9;montant_2006m10;montant_2006m11;montant_2006m12;nb_cart_2007m1;nb_cart_2007m2;nb_cart_2007m3;nb_cart_2007m4;nb_cart_2007m5;nb_cart_2007m6;nb_cart_2007m7;nb_cart_2007m8;nb_cart_2007m9;nb_cart_2007m10;nb_cart_2007m11;nb_cart_2007m12;montant_2007m1;montant_2007m2;montant_2007m3;montant_2007m4;montant_2007m5;montant_2007m6;montant_2007m7;montant_2007m8;montant_2007m9;montant_2007m10;montant_2007m11;montant_2007m12;sexe;IDF;age
630488;26NOV2004;0;140;0;110;110;140;0;150;0;140;150;0;0;41.2;0;34.1;34.7;43.4;0;46.5;0;43.8;48.5;0;0;0;120;120;0;150;100;0;180;0;0;250;0;0;37.4;37.6;0;46.5;31.4;0;56.8;0;0;77.5;0;0;250;0;90;0;0;130;150;150;0;140;0;0;78.5;0;27.9;0;0;40.3;47.3;48.5;0;43.4;1;0;25
630519;26NOV2004;200;0;0;0;250;0;0;200;0;0;0;0;59.5;0;0;0;77.9;0;0;62.6;0;0;0;0;0;200;0;0;350;200;0;300;0;200;0;250;0;63;0;0;111.1;62.6;0;93;0;62.6;0;78.7;0;0;300;200;300;250;400;200;0;200;0;200;0;0;94;62.6;93.8;79.7;126;63;0;63.6;0;63.2;1;1;21
630536;26NOV2004;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;15.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;35
630580;26NOV2004;0;0;0;120;0;160;0;150;0;0;0;100;0;0;0;38.4;0;50.4;0;47.5;0;0;0;31.6;0;100;60;0;0;100;0;0;170;0;0;0;0;21.9;19;0;0;31.6;0;0;53.9;0;0;0;0;0;50;0;0;0;0;90;0;120;0;150;0;0;16.1;0;0;0;0;28.5;0;38.4;0;47.5;1;0;45
630600;26NOV2004;0;250;0;0;100;0;0;0;150;0;250;0;0;72.5;0;0;31.2;0;0;0;47.5;0;79.5;0;0;0;0;0;0;200;0;0;0;0;0;300;0;0;0;0;0;62;0;0;0;0;0;95;0;0;0;200;0;0;0;0;0;200;0;0;0;0;0;62;0;0;0;0;0;64;0;0;1;1;39
630614;26NOV2004;0;0;0;0;0;200;200;0;0;0;0;250;0;0;0;0;0;64;64;0;0;0;0;79.5;0;0;200;0;0;0;0;0;250;0;250;0;0;0;63;0;0;0;0;0;78.5;0;78.5;0;0;250;0;0;250;0;250;0;0;450;0;0;0;78.5;0;0;78.5;0;78.5;0;0;140.5;0;0;1;0;30
630622;26NOV2004;0;0;200;0;0;0;0;0;200;0;0;0;0;0;63.6;0;0;0;0;0;63.8;0;0;0;200;0;0;0;0;0;0;0;0;0;240;0;63.2;0;0;0;0;0;0;0;0;0;75.8;0;0;0;0;200;0;0;0;0;0;300;0;400;0;0;0;63.4;0;0;0;0;0;95.8;0;126.2;1;1;19
630629;26NOV2004;0;0;100;0;0;0;0;0;0;0;0;0;0;0;30.5;0;0;0;0;0;0;0;0;0;260;0;0;0;0;0;0;0;0;0;0;0;78.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;79.5;0;1;0;18
630724;26NOV2004;0;90;0;0;0;90;0;0;0;150;0;0;0;26.7;0;0;0;27.9;0;0;0;46.9;0;0;0;110;0;0;0;0;0;30;0;0;0;0;0;34.1;0;0;0;0;0;9.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;19.8;1;0;18
630734;27NOV2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;36
630744;26NOV2004;150;0;0;0;0;120;0;0;0;80;0;150;43.5;0;0;0;0;37.2;0;0;0;25;0;46.5;0;30;80;0;0;0;120;0;0;0;0;0;0;0;24.8;0;0;0;37.2;0;0;0;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;49.6;0;0;0;0;0;0;1;1;24
630775;27NOV2004;0;0;0;150;150;150;0;150;150;0;100;100;0;0;0;46.9;46.9;46.5;0;46.7;47.1;0;31;31;150;100;100;0;0;150;0;0;150;150;0;200;46.5;31;31.8;0;0;46.9;0;0;47.1;47.1;0;63.2;0;150;150;0;150;0;150;0;150;150;0;150;0;47.1;46.9;0;46.9;0;46.9;0;47.7;47.7;0;47.9;1;0;36
630832;27NOV2004;0;0;0;200;0;0;0;0;200;0;200;0;0;0;0;64;0;0;0;0;62;0;64;0;300;0;0;0;300;0;0;300;0;0;0;300;93;0;0;0;93;0;0;93;0;0;0;93;0;300;0;0;250;0;300;0;0;0;200;0;0;93;0;0;78.5;0;93;0;0;0;62.8;0;1;0;49
630844;27NOV2004;0;0;100;0;250;0;250;0;0;0;200;0;0;0;31.6;0;78.5;0;78.5;0;0;0;62.6;0;0;0;0;200;0;0;0;160;0;250;0;0;0;0;0;63;0;0;0;49.6;0;79.3;0;0;200;0;200;0;200;0;200;0;0;0;200;0;63;0;63.4;0;62;0;62;0;0;0;63;0;0;1;26
630847;27NOV2004;200;0;200;0;200;250;-50;200;0;200;0;200;58.6;0;58.6;0;62;80.5;-16.5;62;0;62;0;62;0;200;0;200;200;0;0;200;0;0;200;0;0;52.7;0;62.4;62;0;0;62;0;0;62;0;200;250;0;200;0;0;200;200;0;0;300;0;62;77.7;0;62.2;0;0;62;62;0;0;93.4;0;1;1;19
630873;27NOV2004;200;200;200;200;200;250;600;400;0;500;250;200;60.7;61.3;61;63.2;63.4;79.5;190;127.2;0;160;80.1;62.8;0;200;230;400;400;400;450;0;150;850;0;400;0;62.8;63.6;127.4;126.4;125.2;140.7;0;47.7;268.7;0;127.4;0;0;250;250;210;260;250;360;320;200;250;340;0;0;78.3;74.8;62.8;81.4;77.5;112.8;101;62.8;78.5;108;0;0;19
630896;27NOV2004;90;0;0;100;0;80;0;0;120;0;120;0;27;0;0;31.6;0;25.2;0;0;37.4;0;37.2;0;0;0;0;100;0;0;0;350;0;0;150;0;0;0;0;32.2;0;0;0;110.5;0;0;47.1;0;370;0;210;0;0;0;0;0;0;140;0;130;118.1;0;67.7;0;0;0;0;0;0;44.2;0;42.7;1;0;49
630898;27NOV2004;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;55.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34
630940;27NOV2004;0;0;220;0;0;0;140;0;0;250;0;0;0;0;65.6;0;0;0;43.8;0;0;79.3;0;0;0;200;0;250;0;250;250;0;300;0;300;0;0;62.4;0;78.5;0;78.3;78.7;0;95.8;0;95.2;0;250;0;250;0;200;250;0;250;200;200;200;0;78.1;0;78.7;0;62.6;78.3;0;77.9;64;63.6;62.4;0;1;0;35
630961;27NOV2004;0;200;0;0;0;0;0;50;0;0;100;0;0;59.2;0;0;0;0;0;15.5;0;0;31.8;0;0;0;0;0;100;0;0;0;110;0;0;0;0;0;0;0;31.6;0;0;0;34.7;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31.2;0;0;0;0;0;0;0;0;0;0;1;0;19
630974;27NOV2004;0;0;0;0;140;0;120;0;0;150;0;0;0;0;0;0;44;0;37.4;0;0;47.1;0;0;0;150;0;260;0;0;20;0;110;0;150;0;0;47.1;0;82.2;0;0;6.2;0;35.1;0;47.5;0;110;100;200;100;200;0;0;300;0;0;0;0;34.5;31.2;63.2;31.6;63.2;0;0;94.2;0;0;0;0;1;0;22
631016;27NOV2004;0;120;0;0;200;0;0;0;0;0;200;0;0;34.8;0;0;62;0;0;0;0;0;62;0;0;200;0;0;0;0;200;0;0;0;200;0;0;62;0;0;0;0;62;0;0;0;62;0;0;0;200;0;0;0;200;0;0;0;200;0;0;0;62;0;0;0;62;0;0;0;62;0;1;0;46
631062;27NOV2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;20;0;0;0;0;0;0;0;0;0;15.5;0;6.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22
631071;27NOV2004;150;0;70;90;130;0;90;50;0;240;0;50;44.4;0;20.9;28.1;40.9;0;28.3;15.5;0;74.8;0;15.5;120;170;0;130;100;0;70;220;120;170;150;0;37.2;52.7;0;40.5;31;0;21.9;68.2;37.4;52.7;46.9;0;100;250;0;210;100;0;120;100;140;150;0;110;31;77.5;0;65.3;31;0;37.2;31;45;48.5;0;36.5;0;1;57
631073;27NOV2004;0;0;0;200;0;0;0;0;0;0;0;50;0;0;0;62.6;0;0;0;0;0;0;0;15.5;0;0;0;0;0;200;0;0;0;0;0;80;0;0;0;0;0;62.6;0;0;0;0;0;26.4;0;0;0;0;200;0;0;0;0;0;250;140;0;0;0;0;63.2;0;0;0;0;0;78.7;49;1;1;35
631116;27NOV2004;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;15.5;0;0;200;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;200;0;0;0;31;0;0;0;0;0;0;0;62;0;1;0;19
631126;27NOV2004;0;0;0;120;0;0;0;0;0;0;140;0;0;0;0;37.6;0;0;0;0;0;0;43.8;0;0;0;0;0;0;180;0;0;0;0;0;0;0;0;0;0;0;55.8;0;0;0;0;0;0;0;120;0;0;200;0;0;0;0;190;0;0;0;37.2;0;0;62.6;0;0;0;0;59.7;0;0;1;0;19
631135;27NOV2004;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;12.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;28.3;0;0;0;0;0;0;0;0;0;0;0;1;1;19
631148;27NOV2004;0;0;110;0;0;0;0;0;90;0;0;0;0;0;34.3;0;0;0;0;0;28.1;0;0;0;0;0;0;50;0;0;100;0;0;0;0;100;0;0;0;15.7;0;0;31;0;0;0;0;31;0;0;0;0;0;0;0;0;350;0;0;0;0;0;0;0;0;0;0;0;108.5;0;0;0;1;1;23
631153;27NOV2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;100;0;0;0;0;0;0;12.4;0;0;0;0;31;0;0;0;0;130;0;0;220;0;0;160;0;150;0;110;250;41.1;0;0;69;0;0;49.6;0;46.5;0;34.5;87.5;1;1;21
631172;27NOV2004;40;40;50;70;70;80;0;0;0;80;0;0;12.2;11.9;16.1;22.5;21.9;25.4;0;0;0;25.4;0;0;0;0;80;0;0;0;100;0;0;0;90;0;0;0;25.4;0;0;0;31.8;0;0;0;28.5;0;0;100;0;0;140;0;0;120;0;0;150;0;0;31.8;0;0;45;0;0;38;0;0;48.3;0;1;0;25
631179;27NOV2004;0;0;200;0;0;200;0;0;0;300;0;0;0;0;63.4;0;0;63;0;0;0;94.6;0;0;200;0;300;0;0;300;0;0;200;0;0;300;62;0;96;0;0;94;0;0;63;0;0;96;0;0;0;250;0;0;200;0;0;300;0;0;0;0;0;78.5;0;0;62;0;0;95;0;0;1;0;27
631180;27NOV2004;0;0;200;0;0;0;300;0;0;0;0;250;0;0;62.4;0;0;0;94;0;0;0;0;78.5;0;230;0;0;0;0;300;0;300;0;0;0;0;62;0;0;0;0;94;0;95;0;0;0;0;0;0;0;0;250;0;0;200;0;0;0;0;0;0;0;0;78.1;0;0;66;0;0;0;1;0;33
631199;27NOV2004;0;0;200;0;0;0;0;200;0;0;0;300;0;0;59.2;0;0;0;0;63.2;0;0;0;94.2;0;0;0;200;0;0;0;200;0;0;0;200;0;0;0;63.8;0;0;0;62.8;0;0;0;63;0;0;0;200;0;0;0;200;0;0;0;200;0;0;0;62.8;0;0;0;62.6;0;0;0;62.4;0;1;27
631239;27NOV2004;0;0;250;0;0;0;0;200;0;0;250;0;0;0;73.4;0;0;0;0;62.4;0;0;78.5;0;0;0;0;0;200;0;0;0;0;0;250;0;0;0;0;0;62.4;0;0;0;0;0;78.5;0;0;0;0;250;0;0;0;0;100;200;0;0;0;0;0;78.5;0;0;0;0;31.4;64;0;0;1;1;30
631250;27NOV2004;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;22.1;0;0;0;0;0;0;0;0;1;1;22
631328;27NOV2004;60;200;90;160;140;0;90;160;190;0;0;100;17.4;59.2;28.7;50.8;44.2;0;28.3;50.2;60.5;0;0;31.8;0;320;0;190;180;0;0;150;0;160;150;200;0;100.4;0;59.7;58.2;0;0;47.7;0;50.6;47.7;64.8;140;80;160;160;260;0;200;180;140;150;140;180;43.4;25.6;51.2;50.4;83.2;0;62.8;56.2;45.4;47.9;45.8;57.6;1;0;37
631330;27NOV2004;0;0;0;0;100;0;0;0;0;210;0;0;0;0;0;0;31.2;0;0;0;0;66.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
631341;27NOV2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;20
631344;27NOV2004;130;0;0;80;0;0;0;0;0;0;140;0;39.2;0;0;25.2;0;0;0;0;0;0;43.4;0;0;80;0;0;0;0;0;0;0;0;0;230;0;24.8;0;0;0;0;0;0;0;0;0;71.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;20
631355;27NOV2004;300;0;300;0;300;250;290;50;0;210;260;360;87;0;87;0;94;77.5;89.9;15.5;0;66.1;82;112.8;90;350;220;150;120;0;0;0;150;0;0;60;27.9;109.7;68.8;47.9;37.8;0;0;0;47.5;0;0;19.8;0;0;0;350;0;0;350;0;250;0;300;0;0;0;0;110.7;0;0;110.1;0;80.3;0;95;0;1;0;38
631358;27NOV2004;50;0;120;140;0;0;40;80;140;70;0;100;14.5;0;35.4;44.6;0;0;12.4;25.4;44.6;21.9;0;31.4;90;70;120;90;0;90;0;60;0;0;220;0;28.5;21.9;37.8;28.5;0;28.3;0;18.8;0;0;65.3;0;60;0;0;0;110;0;0;0;0;0;0;170;19.8;0;0;0;34.1;0;0;0;0;0;0;53.9;0;1;34
631395;27NOV2004;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;40;0;0;0;0;0;70;0;0;0;0;0;12.4;0;0;0;0;0;21.7;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;21.7;0;0;0;0;0;0;0;1;1;20
631433;27NOV2004;0;0;100;100;100;0;0;0;100;0;100;200;0;0;29;31;31;0;0;0;31;0;31;62;50;100;100;100;100;0;0;100;200;150;100;100;15.5;31;31;31;31;0;0;31;62;46.5;31;31;50;0;100;0;0;0;0;0;0;0;0;0;15.5;0;31;0;0;0;0;0;0;0;0;0;0;0;21
631441;27NOV2004;0;0;0;0;0;0;0;0;0;100;80;130;0;0;0;0;0;0;0;0;0;31.4;25.2;40.9;0;0;130;100;120;0;160;0;0;100;0;0;0;0;31;31;38.2;0;49.6;0;0;32.2;0;0;100;0;100;0;0;0;0;0;0;120;0;0;31;0;31;0;0;0;0;0;0;38;0;0;1;0;34
631485;27NOV2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;36
631501;27NOV2004;40;0;60;0;0;50;80;0;0;20;50;0;11.6;0;17.4;0;0;15.5;24.8;0;0;6.2;15.7;0;90;0;0;0;90;30;0;0;30;80;60;70;27.9;0;0;0;27.9;9.3;0;0;9.5;25.4;18.6;22.9;130;20;0;100;0;0;0;0;0;0;0;0;41.1;6.2;0;31.8;0;0;0;0;0;0;0;0;1;0;27
631510;27NOV2004;150;90;200;200;0;0;200;0;0;210;0;0;44.1;27.3;63;63;0;0;62;0;0;65.3;0;0;0;0;200;0;130;0;0;0;140;0;140;150;0;0;62;0;40.3;0;0;0;43.6;0;43.6;46.9;0;200;0;100;0;230;0;0;110;200;0;0;0;62;0;31.2;0;71.3;0;0;34.5;62;0;0;1;0;26
631517;27NOV2004;0;150;0;0;0;0;0;0;100;0;0;0;0;44.4;0;0;0;0;0;0;31;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;180;0;0;0;46.5;0;0;0;0;0;0;0;56.2;0;0;1;0;21
631521;27NOV2004;0;400;100;0;300;0;250;250;0;250;250;0;0;116;31.6;0;95;0;77.5;77.5;0;77.5;78.5;0;200;250;200;250;400;450;500;0;300;200;500;200;62;77.5;62;77.5;124;139.5;155.4;0;94;62;155;62;250;550;300;200;250;450;400;250;250;0;250;300;77.5;170.5;93;62;77.5;140.1;124.4;77.5;78.3;0;79.5;94;1;0;22
631617;27NOV2004;160;160;90;100;80;80;60;0;100;130;0;120;47.6;48.8;28.5;31.8;25.6;25.6;19.2;0;31.8;41.5;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;100;0;200;110;0;0;100;0;190;31.8;0;0;31.8;0;63.2;35.3;0;0;32.2;0;60.9;1;0;28
631647;27NOV2004;90;190;0;40;80;150;140;0;0;250;60;0;26.1;55.1;0;12.4;25.2;46.5;43.4;0;0;77.9;19;0;0;0;0;40;0;0;0;0;0;0;0;120;0;0;0;13;0;0;0;0;0;0;0;37.2;0;0;60;0;0;400;0;0;0;80;0;0;0;0;18.6;0;0;124.8;0;0;0;25.6;0;0;1;1;28
631681;27NOV2004;0;0;0;0;0;0;0;0;0;200;0;180;0;0;0;0;0;0;0;0;0;62;0;55.8;100;0;0;140;0;100;0;120;0;0;200;0;31;0;0;43.8;0;31;0;37.2;0;0;63;0;0;0;210;0;0;100;0;150;0;0;0;0;0;0;65.3;0;0;31;0;46.5;0;0;0;0;1;0;34
631698;27NOV2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;80;0;0;0;0;0;0;0;0;0;6.2;0;24.8;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;70;0;0;0;0;0;0;0;0;0;9.5;0;22.1;1;1;26
631761;29NOV2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;36
631802;29NOV2004;100;100;100;0;0;0;0;0;0;0;0;0;30.2;29;31;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;32.2;0;0;0;0;0;0;0;0;0;80;0;70;80;0;70;0;80;0;120;0;0;25.2;0;22.1;25.2;0;22.1;0;25.2;0;37.8;1;1;19
631812;29NOV2004;0;200;0;0;200;0;0;0;200;0;60;200;0;59.5;0;0;62;0;0;0;62;0;19;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;36
631817;29NOV2004;0;150;0;0;200;0;0;0;250;0;250;0;0;48;0;0;65.6;0;0;0;80.9;0;81.1;0;0;0;250;0;0;0;220;0;0;350;0;0;0;0;81.1;0;0;0;70.6;0;0;114.7;0;0;0;0;270;0;200;0;0;0;0;260;0;0;0;0;86.3;0;66;0;0;0;0;85.4;0;0;1;0;24
631823;29NOV2004;300;0;0;250;0;0;300;0;0;0;0;300;87;0;0;78.7;0;0;93;0;0;0;0;93;0;0;0;0;350;0;0;0;400;0;0;400;0;0;0;0;109.5;0;0;0;124;0;0;124;0;0;0;0;0;440;0;0;0;0;0;0;0;0;0;0;0;137.2;0;0;0;0;0;0;1;0;19
631888;29NOV2004;300;0;0;0;0;300;0;300;0;0;0;300;90.3;0;0;0;0;95;0;94.6;0;0;0;94.6;0;0;300;0;0;300;0;300;0;0;0;210;0;0;94.6;0;0;94.6;0;94.2;0;0;0;63.8;0;240;250;0;0;160;160;100;100;100;400;0;0;75;78.7;0;0;52;50.8;31.4;32.6;32;128;0;1;1;42
631904;29NOV2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;26
631911;29NOV2004;0;0;200;0;0;0;0;0;200;0;0;0;0;0;63.2;0;0;0;0;0;63.2;0;0;0;200;0;0;20;200;0;260;100;20;0;0;0;63;0;0;6.2;63.2;0;81.6;31;6.2;0;0;0;260;0;30;0;0;240;0;0;0;0;360;0;83.4;0;9.3;0;0;76;0;0;0;0;116.4;0;1;1;40
631912;29NOV2004;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31.4;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31.4;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31.4;0;0;0;0;0;0;0;0;1;0;18
631914;29NOV2004;0;0;50;0;60;0;0;0;0;0;150;0;0;0;15.5;0;18.6;0;0;0;0;0;46.5;0;0;0;0;0;200;0;0;0;0;0;0;120;0;0;0;0;62;0;0;0;0;0;0;37.2;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;1;1;39
631949;29NOV2004;150;0;0;0;150;0;150;0;0;150;0;150;44.1;0;0;0;47.3;0;48.3;0;0;48.5;0;48.3;0;0;150;0;150;0;0;200;0;100;200;100;0;0;48.3;0;48.5;0;0;64;0;31.2;64.8;35;0;200;0;0;200;0;100;0;0;200;0;0;0;63.4;0;0;63.4;0;32.4;0;0;63.6;0;0;1;0;37
631989;29NOV2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;28
632022;29NOV2004;0;200;0;0;200;0;0;150;0;0;200;0;0;59.2;0;0;62.4;0;0;46.9;0;0;63;0;0;0;40;60;0;0;140;0;0;100;100;50;0;0;12.4;19.2;0;0;43.4;0;0;31;31;15.5;0;60;0;0;210;40;0;120;0;140;0;0;0;18.6;0;0;66.7;13.2;0;37.2;0;44.2;0;0;1;0;48
632042;29NOV2004;0;0;290;-150;0;0;150;0;0;0;280;0;0;0;88.6;-44.4;0;0;47.1;0;0;0;88.4;0;0;0;0;290;0;0;0;0;270;0;0;250;0;0;0;91.7;0;0;0;0;84.9;0;0;79.1;0;0;0;0;200;0;150;0;150;0;170;0;0;0;0;0;63;0;47.5;0;47.5;0;54.5;0;1;0;26
632050;29NOV2004;0;0;100;200;0;0;0;100;0;100;0;0;0;0;29.6;62.8;0;0;0;31.4;0;31.4;0;0;0;0;0;100;0;0;0;0;0;0;100;0;0;0;0;31.2;0;0;0;0;0;0;31.8;0;0;0;0;100;0;0;100;0;0;0;0;100;0;0;0;31.6;0;0;31.4;0;0;0;0;31.4;0;1;40
632057;29NOV2004;0;0;150;0;200;0;0;200;0;200;0;200;0;0;44.1;0;62.8;0;0;62;0;62.2;0;62;0;150;150;0;150;150;150;0;150;160;0;210;0;46.5;46.9;0;47.1;47.1;47.1;0;47.7;50.8;0;68.7;200;0;120;150;150;150;0;150;0;150;0;150;63;0;37.2;47.5;47.3;47.3;0;47.9;0;47.9;0;48.5;1;0;20
632074;30NOV2004;0;0;200;0;0;0;200;0;0;0;200;0;0;0;58;0;0;0;62;0;0;0;62;0;0;0;0;0;200;0;200;0;200;0;0;0;0;0;0;0;62;0;62;0;62;0;0;0;200;0;0;0;200;0;0;0;0;0;0;0;62;0;0;0;62;0;0;0;0;0;0;0;1;0;40
632106;29NOV2004;0;100;0;130;0;150;0;0;150;0;130;0;0;29;0;40.7;0;46.5;0;0;47.5;0;40.3;0;160;150;0;0;150;200;0;0;0;0;200;0;49.6;46.7;0;0;46.7;62;0;0;0;0;62.2;0;0;150;0;200;0;200;0;150;200;280;250;200;0;46.5;0;63;0;62;0;46.5;64;88.4;79.5;62;1;0;29
632137;29NOV2004;400;0;0;0;0;0;200;0;0;0;250;0;116;0;0;0;0;0;62;0;0;0;77.5;0;0;200;0;0;200;0;0;0;0;400;0;0;0;62;0;0;62;0;0;0;0;125;0;0;0;200;0;0;300;0;0;0;0;0;200;0;0;62;0;0;93;0;0;0;0;0;62;0;0;0;19
632183;29NOV2004;0;200;0;200;200;0;200;400;200;400;200;600;0;61;0;64;62;0;62;124;62;124;62;186;200;400;200;400;400;400;600;200;600;400;250;250;62;124;62;124;124;124;186;62;186;124;77.5;77.5;650;250;250;800;250;250;250;850;40;200;600;200;201.5;77.5;77.5;248;77.5;77.5;77.5;263.5;12.8;62;186;62;1;0;34
632212;29NOV2004;0;20;0;70;50;0;40;0;50;50;50;0;0;5.8;0;22.5;16.3;0;12.6;0;16.1;16.1;16.1;0;50;110;0;0;40;200;0;0;50;0;0;60;15.7;24.8;0;0;12.6;63.2;0;0;15.5;0;0;21;60;80;80;0;30;0;40;10;30;60;0;90;18.6;25.2;25.4;0;9.5;0;12.4;3.1;9.3;19;0;28.1;1;0;42
